"","X1","project","year","fellow","region","match"
"5466",1726,"
              To study the practical application of prevention programmes targeting juvenile offenders - USA, Canada, U.K.
",2002,"GRANT, Bruce","Canada","yes"
"5467",1726,"
              To study the practical application of prevention programmes targeting juvenile offenders - USA, Canada, U.K.
",2002,"GRANT, Bruce","UK","yes"
"5468",1727,"
              To investigate structures, systems, programmes and courses that produce or enhance Environmental Leadership - U.K., Netherlands, Frankfurt, Switzerland
",2002,"GRANT, Jim","UK","yes"
"5469",1727,"
              To investigate structures, systems, programmes and courses that produce or enhance Environmental Leadership - U.K., Netherlands, Frankfurt, Switzerland
",2002,"GRANT, Jim","Netherlands","yes"
"5470",1727,"
              To investigate structures, systems, programmes and courses that produce or enhance Environmental Leadership - U.K., Netherlands, Frankfurt, Switzerland
",2002,"GRANT, Jim","Frankfurt","no"
"5471",1727,"
              To investigate structures, systems, programmes and courses that produce or enhance Environmental Leadership - U.K., Netherlands, Frankfurt, Switzerland
",2002,"GRANT, Jim","Switzerland","yes"
"5472",1728,"
              To investigate and evaluate the suitability of educational programmes and professional services provided to support individuals with dyslexia, their families and teachers by non-profit organisations - U.K., USA, Canada (Partially sponsored by Department of Education)
",2002,"HAMMOND AM, Lorraine","UK","yes"
"5473",1728,"
              To investigate and evaluate the suitability of educational programmes and professional services provided to support individuals with dyslexia, their families and teachers by non-profit organisations - U.K., USA, Canada (Partially sponsored by Department of Education)
",2002,"HAMMOND AM, Lorraine","USA","yes"
"5474",1728,"
              To investigate and evaluate the suitability of educational programmes and professional services provided to support individuals with dyslexia, their families and teachers by non-profit organisations - U.K., USA, Canada (Partially sponsored by Department of Education)
",2002,"HAMMOND AM, Lorraine","Canada (Partially sponsored by Department of Education)","no"
"5475",1729,"
              To study court programmes in which judges monitor offenders throughout the entire process, with particular emphasis on prevention of violence and alcohol abuse rehabilitation in indigenous communities - USA
",2002,"HANNAM, Hilary","USA","yes"
"5476",1730,"
              To investigate models of treatment and rehabilitation for people who have a dual diagnosis of mental illness and substance abuse with a focus on residential models - USA, Canada, U.K.
",2002,"HARRIS OAM RSJ, Myree","USA","yes"
"5477",1730,"
              To investigate models of treatment and rehabilitation for people who have a dual diagnosis of mental illness and substance abuse with a focus on residential models - USA, Canada, U.K.
",2002,"HARRIS OAM RSJ, Myree","Canada","yes"
"5478",1730,"
              To investigate models of treatment and rehabilitation for people who have a dual diagnosis of mental illness and substance abuse with a focus on residential models - USA, Canada, U.K.
",2002,"HARRIS OAM RSJ, Myree","UK","yes"
"5479",1731,"
              The Percy Baxter Charitable Trust Churchill Fellowship to investigate new strategies to recruit and maintain volunteers in the area of HIV/AIDS - USA, Canada, U.K.
",2002,"HAY, Donald","USA","yes"
"5480",1731,"
              The Percy Baxter Charitable Trust Churchill Fellowship to investigate new strategies to recruit and maintain volunteers in the area of HIV/AIDS - USA, Canada, U.K.
",2002,"HAY, Donald","Canada","yes"
"5481",1731,"
              The Percy Baxter Charitable Trust Churchill Fellowship to investigate new strategies to recruit and maintain volunteers in the area of HIV/AIDS - USA, Canada, U.K.
",2002,"HAY, Donald","UK","yes"
"5482",1732,"
              To research successful approaches in establishing environmental enterprises that generate local employment and contribute to community development - USA, U.K.
",2002,"HEPBURN, John","USA","yes"
"5483",1732,"
              To research successful approaches in establishing environmental enterprises that generate local employment and contribute to community development - USA, U.K.
",2002,"HEPBURN, John","UK","yes"
"5484",1733,"
              To assess research and development innovations and activities within the field of rehabilitation engineering to increase the independence of people with a disability - U.K., Canada, USA
",2002,"HOBBS, David","UK","yes"
"5485",1733,"
              To assess research and development innovations and activities within the field of rehabilitation engineering to increase the independence of people with a disability - U.K., Canada, USA
",2002,"HOBBS, David","Canada","yes"
"5486",1733,"
              To assess research and development innovations and activities within the field of rehabilitation engineering to increase the independence of people with a disability - U.K., Canada, USA
",2002,"HOBBS, David","USA","yes"
"5487",1734,"
              To visit a variety of agricultural centres and exhibitions to determine how different groups deliver programmes to school children and the general public - U.K., Canada, USA
",2002,"JAMIESON, Maree","UK","yes"
"5488",1734,"
              To visit a variety of agricultural centres and exhibitions to determine how different groups deliver programmes to school children and the general public - U.K., Canada, USA
",2002,"JAMIESON, Maree","Canada","yes"
"5489",1734,"
              To visit a variety of agricultural centres and exhibitions to determine how different groups deliver programmes to school children and the general public - U.K., Canada, USA
",2002,"JAMIESON, Maree","USA","yes"
"5490",1735,"
              To study innovative conservation techniques and strategies for rock art, as well as the sites and landscapes containing them - USA, Portugal, Spain, France
",2002,"JOHNSON, Melissa","USA","yes"
"5491",1735,"
              To study innovative conservation techniques and strategies for rock art, as well as the sites and landscapes containing them - USA, Portugal, Spain, France
",2002,"JOHNSON, Melissa","Portugal","yes"
"5492",1735,"
              To study innovative conservation techniques and strategies for rock art, as well as the sites and landscapes containing them - USA, Portugal, Spain, France
",2002,"JOHNSON, Melissa","Spain","yes"
"5493",1735,"
              To study innovative conservation techniques and strategies for rock art, as well as the sites and landscapes containing them - USA, Portugal, Spain, France
",2002,"JOHNSON, Melissa","France","yes"
"5494",1736,"
              To investigate how information and communications technology is being integrated into the secondary school curriculum - U.K., Ireland
",2002,"KENNEDY, Melissa","UK","yes"
"5495",1736,"
              To investigate how information and communications technology is being integrated into the secondary school curriculum - U.K., Ireland
",2002,"KENNEDY, Melissa","Ireland","yes"
"5496",1737,"
              To study school gatekeeper youth suicide prevention programmes, particularly implementation processes and evaluation data - USA
",2002,"KING, Garry","USA","yes"
"5497",1738,"
              To study law enforcement based strategies and programmes that are in place to prevent and reduce the increasing incidence of fatalities and injury accidents involving heavy vehicles with emphasis on community policing and technology - New Zealand, USA, Ca
",2002,"KIRKPATRICK, Cameron","New Zealand","yes"
